Id,Title,Year,Poster,Rating,Plot,,,,,,
5791,Frida,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyODUyMDY1OV5BMl5BanBnXkFtZTYwMDA2OTU3._V1_SX300.jpg,7.4,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",,,,,,
5792,Roger Dodger,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MDgyODQzMl5BMl5BanBnXkFtZTYwNTI4MjE3._V1_SX300.jpg,7,"After breaking up with his lover and boss, a smooth-talking man takes his teenaged nephew out on the town in search of sex.",,,,,,
5795,"Big Knife, The",1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1M2UzNTAtMjdhNy00MzIzLWJlNjItNjc5MDdkNTgxMjVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.9,Hollywood actor Charles Castle is pressured by his studio boss into a criminal cover-up to protect his valuable career.,,,,,,
5796,Casino Royale,1967,https://images-na.ssl-images-amazon.com/images/M/MV5BZjJlYzgyZTQtNDFiMy00ZGFjLTk2N2ItN2ViNzNhNzhhNGM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,5.2,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.",,,,,,
5799,Exodus,1960,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NjMxNjcyOV5BMl5BanBnXkFtZTgwNDAwNTIxMDE@._V1_SX300.jpg,6.8,"The state of Israel is created in 1948, resulting in war with its Arab neighbors.",,,,,,
5801,"Russians Are Coming, the Russians Are Coming, The",1966,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMzcyNTc3MF5BMl5BanBnXkFtZTcwMzM0NzI5NA@@._V1_SX300.jpg,7.1,"Without hostile intent, a Soviet sub runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed.",,,,,,
5803,I Spy,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BN2YzMzc1MDUtYzE0OS00MWQwLWI0MTEtNWU1ZWM2NTI2NGIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.4,A professional athlete has to help a U.S. government agent recover a missing jet.,,,,,,
5808,"Weight of Water, The",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDY5Nzk4M15BMl5BanBnXkFtZTcwMTA4MTQyMQ@@._V1_SX300.jpg,6,"A newspaper photographer, Jean, researches the lurid and sensational axe murder of two women in 1873 as an editorial tie-in with a brutal modern double murder. She discovers a cache of ...",,,,,,
5809,Femme Fatale,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMGM5NWVhYTMtZjg5Zi00ODVkLWFmM2ItMDZkMTA5NGQzMDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",,,,,,
5810,8 Mile,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",,,,,,
5812,Far from Heaven,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODI3MTM4OV5BMl5BanBnXkFtZTYwNjE5OTg2._V1_SX300.jpg,7.4,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",,,,,,
5815,Half Past Dead,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTcxOTMzMl5BMl5BanBnXkFtZTYwODE0MDg5._V1_SX300.jpg,4.6,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,,,,,,
5816,Harry Potter and the Chamber of Secrets,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SX300.jpg,7.4,"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.",,,,,,
5818,"Crime of Father Amaro, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQyOTcwMDQ3NV5BMl5BanBnXkFtZTYwNjIyMDg5._V1_SX300.jpg,6.8,"Politics and sexual passions threaten to corrupt a young, newly-ordained priest in a small Mexican town.",,,,,,
5819,Interview with the Assassin,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDE3MjYxOF5BMl5BanBnXkFtZTYwNTE0MDg5._V1_SX300.jpg,6.6,"Almost forty years after the John F. Kennedy assassination, an ex-Marine named Walter Ohlinger has come forward with a startling claim.",,,,,,
5820,Standing in the Shadows of Motown,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzY3NjE3NF5BMl5BanBnXkFtZTYwMjYxMzg5._V1_SX300.jpg,7.8,"Documentary about the Funk Brothers, a group of Detroit musicians who backed up dozens of Motown artists.",,,,,,
5825,"Life and Death of Colonel Blimp, The",1943,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg2MzE5YTktNzc3NC00NTI0LTk3OGMtNzQ5OWE4NmJiZGRhXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,8.2,"From the Boer War through World War II, a soldier rises through the ranks in the British military.",,,,,,
5826,Rio Grande,1950,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdlMTI5YzUtZDdjYy00NjQ2LTliZTYtMzI4NTg1NTQ0ZjRhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.2,"A cavalry officer posted on the Rio Grande must deal with murderous raiding Apaches, his son who's a risk-taking recruit and his wife from whom he has been separated for many years.",,,,,,
5828,Blackrock,1997,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDk5NzAzMl5BMl5BanBnXkFtZTcwNzU5MTYxMQ@@._V1_SX300.jpg,6.3,"When a young schoolgirl is raped and murdered, the mateship between a group of surfers is tested as the truth is slowly revealed.",,,,,,
5829,Men with Brooms,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMzE3MTE2NV5BMl5BanBnXkFtZTcwNzIwMTMzMQ@@._V1_SX300.jpg,6,Four men take time from their personal problems to reunite as a curling team and compete in a bonspiel that will restore their honour.,,,,,,
5830,Mysterious Island,1961,https://images-na.ssl-images-amazon.com/images/M/MV5BODk3NTA5MDQtMjZkNS00NTM5LTkzMjItZDJhNWEyMWVkZDQ0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.8,During the Civil War a group of Union soldiers and two Confederates escape the stockade using a hot air balloon and end up on a strange Pacific island.,,,,,,
5832,Left Behind II: Tribulation Force,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTE1NTAyNl5BMl5BanBnXkFtZTcwMzc0NzYyMQ@@._V1_SX300.jpg,5.2,"After the Rapture and the revealing of the identity of the Antichrist, a group of converts form the Tribulation Force, a secret society with the sole purpose of converting non-believers to Christianity.",,,,,,
5833,Dog Soldiers,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNzAzMDgzOF5BMl5BanBnXkFtZTYwMzQ4NTk2._V1_SX300.jpg,6.8,A routine military exercise turns into a nightmare in the Scotland wilderness.,,,,,,
5834,Fingers,1978,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTI4OTUwN15BMl5BanBnXkFtZTcwMjcyNzcxMQ@@._V1_SX300.jpg,7,A dysfunctional young man is pulled between loyalties to his Italian mob-connected loan shark father and his mentally disturbed Jewish concert pianist mother.,,,,,,
5836,Houseboat,1958,https://images-na.ssl-images-amazon.com/images/M/MV5BNGZmZmYyZDUtZTIwYy00NTI2LWJiNjctYzU4ZmU2Njk1Zjc4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,6.7,"A widower, his three young children, and a bombshell nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat.",,,,,,
5839,My Father's Glory,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BNjc0MTUzMjUxNl5BMl5BanBnXkFtZTcwODc0NzMyMQ@@._V1_SX300.jpg,7.6,"A young boy's life in turn-of-the-century France. Marcel, witnesses the success of his teacher father, as well as the success of his arrogant Uncle Jules. Marcel and family spend their ...",,,,,,
5840,My Mother's Castle,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzY2OTc3NV5BMl5BanBnXkFtZTcwMjUxMjYxMQ@@._V1_SX300.jpg,7.6,Every holiday Marcel and his family go to their cottage in the Provence (France). He likes the hills in this region. Before they arrive at the cottage they have to walk about 5 miles. With ...,,,,,,
5841,Return to the Blue Lagoon,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1Mzk1MTItZWE3OS00ODgwLTgxNjAtZTMwMmY1YmYzY2RmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,5.1,"In this sequel to The Blue Lagoon (1980), two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become suntanned teenagers in love.",,,,,,
5843,Toy Soldiers,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BNTk0NGNiYTctYWE5NS00YzdkLWI1N2YtYWI5YTk2MmI5NzU4XkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_SX300.jpg,6.5,"When terrorists seize control of a boarding school, a group of troublemaking boys decide to resist them.",,,,,,
5846,Raggedy Man,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NjU5NTAwNl5BMl5BanBnXkFtZTcwODMzMTcyMQ@@._V1_SX300.jpg,6.8,"It's 1944 in the small town of Gregory, Texas. Divorc??e Nita Longley has been brought into the town by the telephone company to work as its switchboard operator, a job which requires her to...",,,,,,
5847,Ragtime,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BNDk0ZTQ3ODAtMjUwMi00YzQ2LTgyMDAtZWY4ZGIxNTRlYzIwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,7.3,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City.",,,,,,
5850,Road Games,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BZTVlMTk2YmYtNjQyYS00YTBmLWFhZjEtZjk0Zjc4MDFkYmExXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg,6.7,A truck driver plays a cat-and-mouse game with a mysterious serial killer on a desolate Australian highway.,,,,,,
5853,Scanners,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNDE0MDM0NV5BMl5BanBnXkFtZTgwOTU0ODgwNzE@._V1_SX300.jpg,6.8,A scientist sends a man with extraordinary psychic powers to hunt others like him.,,,,,,
5854,Sharky's Machine,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTU1MzAwM15BMl5BanBnXkFtZTcwOTYxODkxMQ@@._V1_SX300.jpg,6.3,Tom Sharky is demoted to vice after a bust goes terribly wrong. He and his team stumble across a mob murder tied to prostitution and government.,,,,,,
5857,So Fine,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BYWVlYWY2MDEtMjk5Mi00MmIyLThlMzEtNWY1ZWMyNmE4YWQ3L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,4.9,"While trying to get his father out of a financial jam, a man comes up with an idea that turns into an unexpected overnight financial fashion success - the bottomless pants.",,,,,,
5859,Southern Comfort,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMWFiNGJhN2UtNWY0My00ZWFlLTk2NzMtZTg5OTI5ZThjYWVhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,7.2,A squad of National Guards on an isolated weekend exercise in the Louisiana swamp must fight for their lives when they anger local Cajuns by stealing their canoes. Without live ammunition ...,,,,,,
5864,"Tarzan, the Ape Man",1981,https://images-na.ssl-images-amazon.com/images/M/MV5BZWI1M2Y4NjQtMzU2ZS00ZDQ0LTllNzgtMzQ3NmY3ZTg0YzU1XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,3.2,"While on an African expedition with her father, Jane Parker meets Tarzan, and the two become fascinated by each other.",,,,,,
5866,They All Laughed,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BYjIyYzMyZTktYjk1MC00YzA5LWIzOWItNzNlMGQ1M2ZmZGU0XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,6.4,"A mad cap private-eye caper about a team of detectives who are following, and are being followed by, a group of beautiful women.",,,,,,
5867,Thief,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BNDVjMzVkODgtOTg1Mi00N2MyLTkzMDYtMTIzNzE3N2QwNmFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.4,"Becoming closer to his dream of leading a normal life, a professional safecracker agrees to do a job for the mafia, who have other plans for him.",,,,,,
5868,This Is Elvis,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BNDczMDE3NTg5Nl5BMl5BanBnXkFtZTcwMjY0OTM1MQ@@._V1_SX300.jpg,7.5,"Though several actors portray Elvis Presley at different stages of his life, this documentary is comprised mostly of actual performance footage and interviews with Elvis, his fans and those...",,,,,,
5869,True Confessions,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NTAyMzM1ODVeQTJeQWpwZ15BbWU3MDMwNzI4NzQ@._V1_SX300.jpg,6.4,"A worldly ambitious monsignor clashes with his older brother, a cynical Los Angeles homicide detective who is investigating the brutal murder of a young prostitute.",,,,,,
5872,Die Another Day,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BODNkYmIwYTMtYzdhNy00YWE3LThkYmEtNzA5ZTE5YmVjYzZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.1,James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.,,,,,,
5873,The Emperor's Club,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNmZiMTY3OTctNDlkMC00Njk0LWE0NTAtODViNzk3OTFhMzI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.9,An idealistic prep school teacher attempts to redeem an incorrigible student.,,,,,,
5874,Friday After Next,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODkwODM3OF5BMl5BanBnXkFtZTYwNjUzMDg5._V1_SX300.jpg,5.8,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas...,,,,,,
5875,Personal Velocity,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BODAyMjgyNzI1OV5BMl5BanBnXkFtZTcwMjQwOTc2NA@@._V1_SX300.jpg,6.6,Three women's escapes from their afflicted lives. Each struggles to flee from the men who confine their personal freedom.,,,,,,
5876,"Quiet American, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NTUxNTE3Nl5BMl5BanBnXkFtZTYwNTczMTg5._V1_SX300.jpg,7.1,An older British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,,,,,,
5878,Talk to Her,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BZDlmZWVjMGMtYWM4Mi00ZjUwLTkwZDMtM2FjZjIwYzY0YjkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8,Two men share an odd friendship while they care for two women who are both in deep comas.,,,,,,
5879,Eight Crazy Nights,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTU4NjE5OV5BMl5BanBnXkFtZTYwMTQ3OTY2._V1_SX300.jpg,5.4,"Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits.",,,,,,
5880,Extreme Ops,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NTkzMTgzOF5BMl5BanBnXkFtZTYwMzYwMDg5._V1_SX300.jpg,4.5,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",,,,,,
5881,Solaris,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNzlkNGE0MmMtMzU4YS00ZDU1LWFhMTktZDRjMGU5MjI1MzRlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,6.2,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,,,,,,
5882,Treasure Planet,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDg3MjU2OV5BMl5BanBnXkFtZTYwODgyMDg5._V1_SX300.jpg,7.1,"A Disney animated version of Treasure Island"". The only difference is that the film is set in outer space with alien worlds and other galactic wonders.""",,,,,,
5883,They,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNTk4YjVlNjUtMTFhZC00YmUxLWFhZDktODE0OWIzMmNiYzY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.8,A psychology student finds all her childhood fears and phobias becoming real after a traumatic event.,,,,,,
5888,Brother,1997,https://images-na.ssl-images-amazon.com/images/M/MV5BNDMxNzkwNzkwNV5BMl5BanBnXkFtZTcwNTczNDkxMQ@@._V1_SX300.jpg,8,"An ex-soldier with a personal honor code enters the family crime business in St. Petersburg, Russia.",,,,,,
5891,I Spit on Your Grave,1978,https://images-na.ssl-images-amazon.com/images/M/MV5BZjMyNGViMWMtMjlhMy00OTQxLTkzODQtNDA5NGI1NDYwZTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.7,"An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",,,,,,
5893,"Last Seduction, The",1994,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQwNDI3NzAzNV5BMl5BanBnXkFtZTcwNjAwODMyMQ@@._V1_SX300.jpg,7.1,A devious sexpot steals her husband's drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,,,,,,
5899,Zulu,1964,https://images-na.ssl-images-amazon.com/images/M/MV5BYzdlYmQ3MWMtMDY3My00MzVmLTg0YmMtYjRlZDUzNjBlMmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.8,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,,,,,,
5900,Analyze That,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0OTYwMzQ5OF5BMl5BanBnXkFtZTYwMzQyMDg5._V1_SX300.jpg,5.9,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.",,,,,,
5901,Empire,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BZGIzZThiMDAtNDhhZC00NDdlLThkYjctMDc2YTljZWVjZWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6,A successful South Bronx drug dealer turns his back on his roots and gives money to a Wall Street broker to invest for him.,,,,,,
5902,Adaptation,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjMwNDQwNF5BMl5BanBnXkFtZTYwNDIzNTc2._V1_SX300.jpg,7.7,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,,,,,,
5903,Equilibrium,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_SX300.jpg,7.5,"In a fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system.",,,,,,
5909,Visitor Q,2001,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5OTMyOTUzN15BMl5BanBnXkFtZTcwMzc4OTg2Nw@@._V1_SX300.jpg,6.8,A troubled and perverted family find their lives intruded by a mysterious stranger who seems to help find a balance in their disturbing natures.,,,,,,
5910,Bolero,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0ODE0MzQxOV5BMl5BanBnXkFtZTcwODg0MjQyMQ@@._V1_SX300.jpg,7.4,"Trough fabulous Music this movie tracks three generations of musicians and dancers from Russia, Germany, France and the USA, from before World War II through the war and the Holocaust, to ...",,,,,,
5913,Warning for the Joensson Gang,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJhZmVjYjMtYWViYi00ZjUxLWI4OTktODY2YTJlZjdiYmJhXkEyXkFqcGdeQXVyNjQ2NTE2OTY@._V1_SX300.jpg,6.2,"The movie begins with the J??nsson gang making a minor burglary. It goes wrong and the gang leader, Sickan, gets caught. After he has spent 10 months in jail, Vanheden and Rocky come to ...",,,,,,
5914,"Vernon, Florida",1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzQwNDQ1OF5BMl5BanBnXkFtZTcwODE5OTgyMQ@@._V1_SX300.jpg,7.2,"Early Errol Morris documentary intersplices random chatter he captured on film of the genuinely eccentric residents of Vernon, Florida. A few examples? The preacher giving a sermon on the ...",,,,,,
5915,Victory,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMDVhZjBiNDgtZTY1YS00Y2I3LTgwYTUtMDExYzNjMDNkMDQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,6.6,"As allied POWs prepare for a soccer game against the German National Team to be played in Nazi-occupied Paris, the French Resistance and British officers are making plans for the team's escape.",,,,,,
5917,Zoot Suit,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BMzUxMjEwNTQ5OV5BMl5BanBnXkFtZTcwMTIwOTkxMQ@@._V1_SX300.jpg,6.8,"A kind of musical accompanying the story of the early 1940's and the effect that the zoot suit"" (a man's suit of long jacket and pegged pants"," always worn with a long keychain that looped ...""",,,,,
5918,Alone in the Dark,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMDEyMTkyODctOWRiYy00NzkxLWEzMTAtMWZiMjRjMWRmZjE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,A quartet of murderous psychopaths break out of a mental hospital during a power blackout and lay siege to their doctor's house.,,,,,,
5923,Author! Author!,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BNWFmOTRjYTctMTFjYy00YTcxLWJhZWYtM2JhMTZmZjI3MWYyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,6.1,"While facing the stress of his play being produced on Broadway, a playwright deals with having to raise his son, his stepdaughters, and his stepsons.",,,,,,
5926,Best Friends,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDY4OTQwOF5BMl5BanBnXkFtZTcwMDk4MzQyMQ@@._V1_SX300.jpg,5.4,"When a professional couple who have lived & worked together for many years finally decide to marry, their sudden betrothal causes many unexpectedly funny and awkward difficulties. They soon...",,,,,,
5927,"Best Little Whorehouse in Texas, The",1982,https://images-na.ssl-images-amazon.com/images/M/MV5BM2Y3M2Y1MzUtNWViYi00YzZjLWE0YzUtMWVjYzc2YjI3Y2I2L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.8,A town's sheriff and regular patron of a historical whorehouse fights to keep it running when a TV reporter targets it as the Devil's playhouse.,,,,,,
5932,Burden of Dreams,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4Njc3ODk3M15BMl5BanBnXkFtZTcwNDc0NzgyMQ@@._V1_SX300.jpg,8,"A documentary on the chaotic production of Werner Herzog's epic Fitzcarraldo (1982), showing how the film managed to get made despite problems that would have floored a less obsessively ...",,,,,,
5933,Cannery Row,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BNjg5ODU0Mzk2MF5BMl5BanBnXkFtZTcwNDc5NTEzMQ@@._V1_SX300.jpg,6.6,"Monterey, California in the 1940's. Cannery Row - the section of town where the now closed fish canneries are located - is inhabited primarily by the down and out, although many would not ...",,,,,,
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMjI3MjU1Ml5BMl5BanBnXkFtZTgwNjUwODkzMTE@._V1_SX300.jpg,7.6,"The Disciples of James Dean meet up on the anniversary of his death and mull over their lives in the present and in flashback, revealing the truth behind their complicated lives. Who is the...",,,,,,
5938,Deathtrap,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMGI5ZjUyNGQtODEwMi00ZmNlLWFjOTQtMWI4ZTQyZTAzZTcyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7,A Broadway playwright puts murder in his plan to take credit for a student's script.,,,,,,
5940,Eating Raoul,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU2YjQxNGItZDNjMy00MDgyLWEyMTUtZmQ5OTcwODBlMjk0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,6.8,"A relatively boring Los Angeles couple discovers a bizarre, if not murderous, way to get funding for opening a restaurant.",,,,,,
5941,Drumline,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhY2Y3NDktM2JiYi00YmY0LWEzOGQtMDc4Yzk3ZWIxOTVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.7,A band director recruits a Harlem street drummer to play at a Southern university.,,,,,,
5942,"Hot Chick, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY1NTAzNTA3Ml5BMl5BanBnXkFtZTYwMDA5Mzc3._V1_SX300.jpg,5.5,"An attractive and popular teenager who is mean-spirited toward others finds herself in the body of an older man, and must find a way to get back to her original body.",,,,,,
5943,Maid in Manhattan,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5._V1_SX300.jpg,5.1,"A senatorial candidate falls for a hotel maid, thinking she is a socialite when he sees her trying on a wealthy woman's dress.",,,,,,
5944,Star Trek: Nemesis,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjY2NDY3NF5BMl5BanBnXkFtZTcwMjA0MTEzMw@@._V1_SX300.jpg,6.4,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty.",,,,,,
5945,About Schmidt,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxOTAyNjEzNV5BMl5BanBnXkFtZTcwMTAxMDAwMQ@@._V1_SX300.jpg,7.2,A man upon retirement embarks on a journey to his estranged daughter's wedding only to discover more about himself and life than he ever expected.,,,,,,
5947,Evelyn,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjUwNTkxOF5BMl5BanBnXkFtZTYwMzA1MDg5._V1_SX300.jpg,7,"1953. Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment and the fact that there is no woman in the house to care for the children,...",,,,,,
5949,Intact,2001,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDcxNjk5N15BMl5BanBnXkFtZTYwMzYzMDg5._V1_SX300.jpg,6.9,An enigmatic tale of four incredibly lucky people whose lives are intertwined by destiny are subject to the laws of fate. They discover that they cannot afford to be without luck as they ...,,,,,,
5952,"Lord of the Rings: The Two Towers, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@._V1_SX300.jpg,8.7,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",,,,,,
